side	modId	displayName	version	loader	tier	classes	forgeRefs	neoRefs	mixinConfigs	mixinClasses	hasAT	hasCoremod	nestedJars	sizeKB	file
source	jadeaddons	Jade Addons	5.5.0+forge	FORGE	HARD	35	14	0	1	3	false	false	0	89	JadeAddons-1.20.1-Forge-5.5.0.jar
source	jearchaeology	Just Enough Archaeology	1.20.1-1.0.4	FORGE	TRIVIAL	25	12	0	0	0	true	false	0	42	jearchaeology-1.20.1-1.0.4.jar
source	jei	Just Enough Items	15.20.0.116	FORGE	MODERATE	880	34	0	0	0	true	false	0	1354	jei-1.20.1-forge-15.20.0.116.jar
source	jei_mekanism_multiblocks	Just Enough Mekanism Multiblocks	4.14	FORGE	HARD	65	11	0	0	4	false	false	0	158	JustEnoughMekanismMultiblocks-1.20.1-4.14.jar
source	jeresources	Just Enough Resources	1.4.0.247	FORGE	TRIVIAL	143	8	0	0	0	true	false	0	269	JustEnoughResources-1.20.1-1.4.0.247.jar
source	jmi	JourneyMap Integration	1.20.1-0.14-48	FORGE	HARD	32	4	0	1	1	false	false	0	67	jmi-forge-1.20.1-0.14-48.jar
source	journeymap	Journeymap	5.10.3	FORGE	NIGHTMARE	2382	33	0	1	3	true	true	0	6992	journeymap-1.20.1-5.10.3-forge.jar
source	jumpboat	Jumpy Boats	1.20.0-1.0.5	FORGE	HARD	4	4	0	0	1	false	false	0	7	jumpboat-1.20.0-1.0.5.jar
source	justenoughprofessions	Just Enough Professions (JEP)	3.0.1	FORGE	TRIVIAL	11	3	0	0	0	false	false	0	24	JustEnoughProfessions-forge-1.20.1-3.0.1.jar
source	justzoom	Just Zoom	2.1.1	FORGE	HARD	24	2	0	2	6	true	false	1	199	justzoom_forge_2.1.1_MC_1.20.1.jar
source	konkrete	Konkrete	1.8.0	FORGE	HARD	399	19	0	0	5	true	false	0	610	konkrete_forge_1.8.0_MC_1.20-1.20.1.jar
source	kubejs	KubeJS	2001.6.5-build.16	FORGE	NIGHTMARE	829	33	0	2	64	true	false	0	1615	kubejs-forge-2001.6.5-build.16.jar
source	laserio	LaserIO	1.6.8	FORGE	MODERATE	191	113	0	0	0	false	false	0	1216	laserio-1.6.8.jar
source	ldlib	LowDragLib	1.0.45	FORGE	NIGHTMARE	912	165	0	2	37	true	false	0	3016	ldlib-forge-1.20.1-1.0.45.jar
source	libx	LibX	1.20.1-5.0.14	FORGE	NIGHTMARE	662	161	0	0	0	true	true	0	1228	LibX-1.20.1-5.0.14.jar
source	lionfishapi	LionfishAPI	2.4-Fix	FORGE	HARD	77	39	0	1	5	true	false	0	158	lionfishapi-2.4-Fix.jar
source	lithostitched	Lithostitched	1.4.11	FORGE	HARD	163	13	0	2	20	true	false	0	465	lithostitched-forge-1.20.1-1.4.11.jar
source	littlelogistics	Little Logistics	1.20.1.2	FORGE	MODERATE	243	112	0	0	0	true	false	0	815	littlelogistics-mc1.20.1-v1.20.1.2.jar
source	logprot	Logprot	1.4	FORGE	HARD	9	4	0	1	1	true	false	0	13	logprot-1.20.1-3.5.jar
source	lootr	Lootr	0.7.35.92	FORGE	HARD	99	60	0	1	7	true	false	0	450	lootr-forge-1.20-0.7.35.93.jar
source	lost_aether_content	Aether: Lost Content	1.2.3	FORGE	HARD	129	77	0	1	14	true	false	0	19789	lost_aether_content-1.20.1-1.2.3.jar
source	lostcities	LostCities	1.20-7.4.5	FORGE	MODERATE	259	46	0	0	0	true	false	0	1218	lostcities-1.20-7.4.5.jar
source	mahoutsukai	Mahou Tsukai	1.20.1-v1.34.78	FORGE	HARD	714	341	0	1	2	true	false	0	4317	mahoutsukai-1.20.1-v1.34.78.jar
source	maidensmerrymaking	Maiden's MerryMaking	1.0.0	FORGE	MODERATE	358	121	0	0	0	true	false	0	39414	maidensmerrymaking-1-20.1-7.jar
source	mantle	Mantle	1.11.79	FORGE	MODERATE	719	187	0	0	0	true	false	0	1445	Mantle-1.20.1-1.11.79.jar
source	matc	Mystical Agriculture Tiered Crystals	1.6.0	FORGE	TRIVIAL	9	9	0	0	0	false	false	0	29	matc-1.6.0.jar
source	mcjtylib	McJtyLib	1.20-8.0.7	FORGE	MODERATE	424	110	0	0	0	true	false	0	697	mcjtylib-1.20-8.0.7.jar
source	mcwbiomesoplenty	Macaw's Biomes O' Plenty	1.20.1-1.2.1	FORGE	TRIVIAL	3	3	0	0	0	false	false	0	6742	mcwbiomesoplenty-1.20.1-1.2.1.jar
source	mcwbridges	Macaw's Bridges	3.1.0	FORGE	TRIVIAL	31	15	0	0	0	false	false	0	668	mcw-bridges-3.1.0-mc1.20.1forge.jar
source	mcwdoors	Macaw's Doors	1.1.2	FORGE	TRIVIAL	14	10	0	0	0	false	false	0	1220	mcw-doors-1.1.2-mc1.20.1forge.jar
source	mcwfences	Macaw's Fences and Walls	1.2.0	FORGE	TRIVIAL	19	7	0	0	0	false	false	0	679	mcw-fences-1.2.0-1.20.1forge.jar
source	mcwfurnitures	Macaw's Furniture	3.3.0	FORGE	TRIVIAL	46	11	0	0	0	false	false	0	1838	mcw-furniture-3.3.0-mc1.20.1forge.jar
source	mcwlights	Macaw's Lights and Lamps	1.1.2	FORGE	TRIVIAL	40	18	0	0	0	false	false	0	526	mcw-lights-1.1.2-mc1.20.1forge.jar
source	mcwpaintings	Macaw's Paintings	1.0.5	FORGE	TRIVIAL	2	2	0	0	0	false	false	0	70	mcw-paintings-1.0.5-1.20.1forge.jar
source	mcwpaths	Macaw's Paths and Pavings	1.1.1	FORGE	TRIVIAL	11	7	0	0	0	false	false	0	793	mcw-mcwpaths-1.1.1-mc1.20.1forge.jar
source	mcwroofs	Macaw's Roofs	2.3.2	FORGE	TRIVIAL	24	13	0	0	0	false	false	0	1820	mcw-roofs-2.3.2-mc1.20.1forge.jar
source	mcwtrpdoors	Macaw's Trapdoors	1.1.4	FORGE	TRIVIAL	6	6	0	0	0	false	false	0	579	mcw-trapdoors-1.1.4-mc1.20.1forge.jar
source	mcwwindows	Macaw's Windows	2.4.1	FORGE	TRIVIAL	39	14	0	0	0	false	false	0	1289	mcw-mcwwindows-2.4.1-mc1.20.1forge.jar
source	measurements	Measurements	2.0.1	FORGE	TRIVIAL	26	9	0	0	0	false	false	0	42	Measurements-forge-1.20.1-2.0.1.jar
source	megacells	MEGA Cells	2.4.6-1.20.1	FORGE	HARD	77	8	0	2	3	false	false	0	378	megacells-forge-2.4.6-1.20.1.jar
source	mekanism	Mekanism	10.4.15	FORGE	MODERATE	3140	792	0	0	0	true	false	0	12259	Mekanism-1.20.1-10.4.15.75.jar
source	mekanismgenerators	Mekanism: Generators	10.4.15	FORGE	MODERATE	160	40	0	0	0	false	false	0	1029	MekanismGenerators-1.20.1-10.4.15.75.jar
source	mekanismtools	Mekanism: Tools	10.4.15	FORGE	TRIVIAL	65	17	0	0	0	false	false	0	505	MekanismTools-1.20.1-10.4.15.75.jar
source	memorysettings	memorysettings mod	1.20.1-5.9	FORGE	HARD	10	4	0	1	1	true	false	0	22	memorysettings-1.20.1-5.9.jar
source	merequester	ME Requester	1.20.1-1.1.5	FORGE	HARD	79	14	0	1	16	false	false	0	167	merequester-forge-1.20.1-1.1.5.jar
source	minecolonies	MineColonies	1.20.1-1.1.1065-snapshot	FORGE	MODERATE	2478	807	0	0	0	true	false	0	70944	minecolonies-1.20.1-1.1.1065-snapshot.jar
source	mininggadgets	Mining Gadgets	1.15.6	FORGE	TRIVIAL	122	79	0	0	0	false	false	0	627	mininggadgets-1.15.6.jar
source	mob_grinding_utils	Mob Grinding Utils	1.20.1-1.1.0	FORGE	MODERATE	177	138	0	0	0	false	false	0	1325	mob_grinding_utils-1.20.1-1.1.0.jar
source	modelfix	Model Gap Fix	1.15	FORGE	HARD	15	6	0	1	2	true	false	0	44	modelfix-1.15.jar
source	modernfix	ModernFix	5.24.4+mc1.20.1	FORGE	NIGHTMARE	351	53	0	2	171	true	false	0	859	modernfix-forge-5.24.4+mc1.20.1.jar
source	modonomicon	Modonomicon	1.79.2	FORGE	MODERATE	348	24	0	2	0	true	false	3	2187	modonomicon-1.20.1-forge-1.79.2.jar
source	modularrouters	Modular Routers	12.1.1+mc1.20.1	FORGE	MODERATE	361	172	0	0	0	false	false	0	1136	modular-routers-12.1.1+mc1.20.1.jar
source	moonlight	Moonlight Library	1.20-2.16.14	FORGE	NIGHTMARE	492	80	0	2	52	true	false	0	1302	moonlight-1.20-2.16.14-forge.jar
source	moredragoneggs	More Dragon Eggs	4.0	FORGE	HARD	3	2	0	2	1	false	false	0	6	moredragoneggs-4.0.jar
source	morejs	MoreJS	0.10.1	FORGE	NIGHTMARE	115	7	0	2	35	true	false	0	169	morejs-forge-1.20.1-0.10.1.jar
source	moreoverlays	More Overlays Updated	1.24.1	FORGE	HARD	42	22	0	0	1	false	false	0	111	moreoverlays-1.24.1-mc1.20.1-forge.jar
source	morered	More Red	4.0.0.4	FORGE	HARD	115	57	0	1	2	true	false	2	739	morered-1.20.1-4.0.0.4.jar
source	mousetweaks	Mouse Tweaks	2.25.1	FORGE	HARD	23	2	0	3	1	false	false	0	74	MouseTweaks-forge-mc1.20.1-2.25.1.jar
source	multipiston	Multi-Piston	1.20-1.2.43-RELEASE	FORGE	TRIVIAL	14	9	0	0	0	false	false	0	37	multipiston-1.20-1.2.43-RELEASE.jar
source	mysterious_mountain_lib	Mysterious Mountain Lib	1.5.26-1.20.1	FORGE	HARD	94	32	0	2	4	true	false	0	312	mysterious_mountain_lib-1.5.26-1.20.1.jar
source	mysticalagradditions	Mystical Agradditions	7.0.11	FORGE	TRIVIAL	37	27	0	0	0	true	false	0	327	MysticalAgradditions-1.20.1-7.0.11.jar
source	mysticalagriculture	Mystical Agriculture	7.0.23	FORGE	MODERATE	291	183	0	0	0	true	false	0	2325	MysticalAgriculture-1.20.1-7.0.23.jar
source	mysticalcustomization	Mystical Customization	5.0.3	FORGE	TRIVIAL	18	10	0	0	0	false	false	0	46	MysticalCustomization-1.20.1-5.0.3.jar
source	mythicbotany	MythicBotany	1.20.1-4.0.4	FORGE	NIGHTMARE	206	60	0	0	0	true	true	0	2181	MythicBotany-1.20.1-4.0.4.jar
source	naturalist	Naturalist	4.0.3	FORGE	HARD	217	68	0	2	9	false	false	0	3264	naturalist-forge-4.0.3-1.20.1.jar
source	naturesaura	NaturesAura	39.4	FORGE	MODERATE	312	190	0	0	0	false	false	0	1401	NaturesAura-39.4.jar
source	naturescompass	Nature's Compass	1.20.1-1.11.2-forge	FORGE	TRIVIAL	32	25	0	0	0	false	false	0	210	NaturesCompass-1.20.1-1.11.2-forge.jar
source	netherportalfix	NetherPortalFix	13.0.1	FORGE	HARD	8	2	0	1	4	false	false	0	212	netherportalfix-forge-1.20-13.0.1.jar
source	nethersdelight	Nether's Delight	1.20.1-4.0	FORGE	HARD	66	52	0	1	4	true	false	0	357	nethersdelight-1.20.1-4.0.jar
source	nochatreports	No Chat Reports	1.20.1-v2.2.2	FORGE	NIGHTMARE	88	2	0	2	33	true	false	0	266	NoChatReports-FORGE-1.20.1-v2.2.2.jar
source	noflyzone	No-fly Zone	1.20.1-1.1.0	FORGE	TRIVIAL	16	7	0	0	0	false	false	0	32	noflyzone-1.20.1-1.1.0.jar
source	notrample	No Trample	1.20.1-1.0.1	FORGE	HARD	3	2	0	0	1	false	false	0	8	notrample-1.20.1-1.0.1.jar
source	novillagerdm	No Villager Death Messages	5.0.0	FORGE	TRIVIAL	3	1	0	0	0	false	false	0	5	novillagerdm-1.20.1-5.0.0.jar
source	observable	Observable	4.4.2	FORGE	HARD	237	3	0	0	2	false	false	0	459	observable-4.4.2.jar
source	occultism	Occultism	1.152.1	FORGE	MODERATE	634	304	0	0	0	true	false	0	3866	occultism-1.20.1-1.152.1.jar
source	oceansdelight	Ocean's Delight	1.0.2-1.20	FORGE	TRIVIAL	10	9	0	0	0	false	false	0	88	oceansdelight-1.0.2-1.20.jar
source	oculus	Mekalus (Oculus)	1.8.0.1	FORGE	NIGHTMARE	1587	25	0	12	188	true	false	0	2785	mekalus-mc1.20.1-1.8.0.1.jar
source	oculus	Oculus	1.8.0	FORGE	NIGHTMARE	1587	25	0	12	188	true	false	0	2784	oculus-mc1.20.1-1.8.0.jar
source	packetfixer	PacketFixer	3.3.0	NEOFORGE	NIGHTMARE	180	6	2	10	176	false	false	0	185	packetfixer-3.3.0-1.18-1.20.4-merged.jar
source	packingtape	Packing Tape	0.14.4	FORGE	TRIVIAL	13	9	0	0	0	false	false	0	81	PackingTape-1.20.1-0.14.4.jar
source	packmenu	PackMenu	6.1.2	FORGE	NIGHTMARE	17	6	0	1	1	true	true	0	530	PackMenu-1.20.1-6.1.2.jar
source	paraglider	Paraglider	20.1.3	FORGE	HARD	222	45	0	1	4	true	false	0	575	Paraglider-forge-20.1.3.jar
source	patchouli	Patchouli	1.20.1-84.1-FORGE	FORGE	HARD	196	12	0	1	10	false	false	0	627	Patchouli-1.20.1-84.1-FORGE.jar
source	pigpen	PigPen	15.0.2	FORGE	TRIVIAL	2	1	0	0	0	false	false	0	5	PigPen-Forge-1.20.1-15.0.2.jar
source	pipez	Pipez	1.20.1-1.2.26	FORGE	MODERATE	203	97	0	0	0	false	false	0	421	pipez-forge-1.20.1-1.2.26.jar
source	placebo	Placebo	8.6.3	FORGE	NIGHTMARE	153	50	0	1	6	true	true	0	275	Placebo-1.20.1-8.6.3.jar
source	platforms	Platforms	1.20.1-1.2	FORGE	TRIVIAL	106	50	0	0	0	false	false	0	799	platforms-forge-1.20.1-1.2.jar
source	playeranimator	Player Animator	1.0.2-rc1+1.20	FORGE	HARD	115	4	0	1	15	true	false	0	177	player-animation-lib-forge-1.0.2-rc1+1.20.jar
source	pneumaticcraft	PneumaticCraft: Repressurized	6.0.21+mc1.20.1	FORGE	HARD	2180	1031	0	2	19	false	false	0	10537	pneumaticcraft-repressurized-6.0.21+mc1.20.1.jar
source	polyeng	Polymorphic Energistics	0.1.1-1.20.1	FORGE	HARD	8	1	0	1	4	false	false	0	15	polyeng-forge-0.1.1-1.20.1.jar
source	polymorph	Polymorph	0.49.10+1.20.1	FORGE	HARD	91	14	0	2	12	false	false	1	292	polymorph-forge-0.49.10+1.20.1.jar
source	ponderjs	PonderJS	2.0.6	FORGE	HARD	59	3	0	1	15	false	false	3	2221	ponderjs-1.20.1-2.0.6.jar
source	potionblender	Potion-Blender	3.1.2	FORGE	HARD	42	6	0	1	8	false	false	0	144	Potion-Blender-1.20.1-FORGE-3.1.2.jar
source	potionsmaster	PotionsMaster	0.6.0	FORGE	TRIVIAL	92	42	0	0	0	true	false	0	287	potionsmaster-1.20.1-47.1.70-0.6.0.jar
source	powah	Powah	5.0.11	FORGE	MODERATE	370	26	0	0	0	true	false	0	2337	Powah-5.0.11.jar
source	productivebees	Productive Bees	1.20.1-12.6.0	FORGE	MODERATE	527	243	0	0	0	true	false	1	4840	productivebees-1.20.1-12.6.0.jar
source	productivetrees	Productive Trees	1.20.1-0.2.6	FORGE	MODERATE	156	81	0	0	0	true	false	1	14352	productivetrees-1.20.1-0.2.6.jar
source	psi	Psi	2.0.0	FORGE	HARD	486	175	0	1	3	true	false	0	2166	Psi-1.20.1-102.jar
source	pylons	Pylons	4.2.1	FORGE	TRIVIAL	74	40	0	0	0	false	false	0	139	pylons-1.20.1-4.2.1.jar
source	quark	Quark	4.0-462	FORGE	NIGHTMARE	936	131	0	3	117	true	false	0	14585	Quark-4.0-462.jar
source	quarryplus	QuarryPlus	1201.1.136	FORGE	MODERATE	364	134	0	0	0	false	false	0	1027	AdditionalEnchantedMiner-1.20.1-1201.1.136.jar
source	railcraft	Railcraft Reborn	1.1.10	FORGE	HARD	1191	446	0	1	10	true	false	0	5125	railcraft-reborn-1.20.1-1.1.10.jar
source	railways	Create: Steam 'n' Rails	1.6.13-alpha+forge-mc1.20.1	FORGE	NIGHTMARE	856	126	0	2	177	true	false	0	9800	Steam_Rails-1.6.13-alpha+forge-mc1.20.1.jar
source	rangedpumps	Ranged Pumps	1.1.0	FORGE	TRIVIAL	7	5	0	0	0	false	false	0	26	rangedpumps-1.1.0.jar
source	rebornstorage	RebornStorage	5.0.7	FORGE	TRIVIAL	65	29	0	0	0	false	false	0	267	rebornstorage-1.20.1-5.0.7.jar
source	rechiseled	Rechiseled	1.1.6	FORGE	TRIVIAL	71	21	0	0	0	false	false	0	3516	rechiseled-1.1.6-forge-mc1.20.jar
source	rechiseledcreate	Rechiseled: Create	1.0.2+b	FORGE	TRIVIAL	16	3	0	0	0	false	false	0	658	rechiseledcreate-1.0.2b-forge-mc1.20.jar
source	redstone_arsenal	Redstone Arsenal	8.0.1	FORGE	TRIVIAL	66	51	0	0	0	true	false	0	478	redstone_arsenal-1.20.1-8.0.1.24.jar
source	refinedpolymorph	Refined Polymorphism	0.1.1-1.20.1	FORGE	HARD	13	4	0	1	7	false	false	0	24	refinedpolymorph-0.1.1-1.20.1.jar
source	refinedstorage	Refined Storage	1.12.4	FORGE	MODERATE	783	393	0	0	0	true	false	0	3222	refinedstorage-1.12.4.jar
source	refinedstorageaddons	Refined Storage Addons	0.10.0	FORGE	TRIVIAL	14	8	0	0	0	false	false	0	32	refinedstorageaddons-0.10.0.jar
source	reliquary	Reliquary	2.0.54.1304	FORGE	MODERATE	476	285	0	0	0	true	false	0	2152	reliquary-1.20.1-2.0.54.1304.jar
source	repurposed_structures	Repurposed Structures	7.1.19+1.20.1-forge	FORGE	NIGHTMARE	240	17	0	2	30	true	false	1	8036	repurposed_structures-7.1.19+1.20.1-forge.jar
source	resourcefulconfig	Resourcefulconfig	2.1.3	FORGE	TRIVIAL	80	3	0	0	0	false	false	0	133	resourcefulconfig-forge-1.20.1-2.1.3.jar
source	resourcefullib	Resourceful Lib	2.1.29	FORGE	MODERATE	188	20	0	0	0	false	false	0	422	resourcefullib-forge-1.20.1-2.1.29.jar
source	rftoolsbase	RFToolsBase	1.20-5.0.6	FORGE	MODERATE	162	46	0	0	0	true	false	0	409	rftoolsbase-1.20-5.0.6.jar
source	rftoolsbuilder	RFToolsBuilder	1.20-6.0.8	FORGE	MODERATE	189	59	0	0	0	true	false	0	877	rftoolsbuilder-1.20-6.0.8.jar
source	rftoolscontrol	RFToolsControl	1.20-7.0.3	FORGE	MODERATE	151	52	0	0	0	true	false	0	580	rftoolscontrol-1.20-7.0.3.jar
source	rftoolspower	RFToolsPower	1.20-6.0.2	FORGE	TRIVIAL	96	42	0	0	0	true	false	0	544	rftoolspower-1.20-6.0.2.jar
source	rftoolsstorage	RFToolsStorage	1.20-5.0.3	FORGE	TRIVIAL	131	50	0	0	0	true	false	0	363	rftoolsstorage-1.20-5.0.3.jar
source	rftoolsutility	RFToolsUtility	1.20-6.0.6	FORGE	MODERATE	308	112	0	0	0	true	false	0	1336	rftoolsutility-1.20-6.0.6.jar
source	rhino	Rhino	2001.2.3-build.10	FORGE	HARD	446	2	0	1	8	true	false	0	1756	rhino-forge-2001.2.3-build.10.jar
source	rsinfinitybooster	RSInfinityBooster	1.20.1-1.0+39	FORGE	HARD	15	8	0	1	4	false	false	0	29	RSInfinityBooster-1.20.1-1.0+39.jar
source	rsinsertexportupgrade	RS Insert Export Upgrade	1.20.1-1.4.0	FORGE	HARD	29	20	0	1	5	true	false	0	65	rsinsertexportupgrade-1.20.1-1.4.0.jar
source	rsrequestify	RSRequestify	2.3.3	FORGE	TRIVIAL	15	12	0	0	0	false	false	0	61	rsrequestify-1.20.1-2.3.3.jar
source	runelic	Runelic	18.0.2	FORGE	TRIVIAL	5	1	0	0	0	false	false	0	61	Runelic-Forge-1.20.1-18.0.2.jar
source	searchables	Searchables	1.0.3	FORGE	HARD	41	1	0	2	2	false	false	0	75	Searchables-forge-1.20.1-1.0.3.jar
source	securitycraft	SecurityCraft	1.10.0.1	FORGE	HARD	710	378	0	1	23	true	false	0	4539	[1.20.1] SecurityCraft v1.10.0.1.jar
source	sfm	Super Factory Manager (SFM)	4.26.0	FORGE	HARD	737	145	0	1	1	true	false	0	1391	Super Factory Manager (SFM)-MC1.20.1-4.26.0.jar
source	sgjourney	Stargate Journey	0.6.42	FORGE	MODERATE	792	352	0	0	0	true	false	0	6238	Stargate Journey-1.20.1-0.6.42.jar
source	shetiphiancore	ShetiPhian-Core	1.20.1-1.5	FORGE	HARD	166	72	0	2	10	false	false	0	351	shetiphiancore-forge-1.20.1-1.5.jar
source	shrink	Shrink	1.4.5	FORGE	HARD	45	38	0	1	1	true	false	0	86	Shrink-1.20.1-1.4.5.jar
source	silentgear	Silent Gear	3.6.7	FORGE	HARD	535	215	0	1	3	true	false	0	2683	silent-gear-1.20.1-3.6.7.jar
source	silentlib	Silent Lib	8.0.0	FORGE	TRIVIAL	143	39	0	0	0	true	false	0	220	silent-lib-1.20.1-8.0.0.jar
source	simplebackups	Simple Backups	1.20.1-3.1.17	FORGE	TRIVIAL	20	10	0	0	0	true	false	0	45	SimpleBackups-1.20.1-3.1.17.jar
source	simplemagnets	Simple Magnets	1.1.12	FORGE	TRIVIAL	58	14	0	0	0	true	false	0	137	simplemagnets-1.1.12-forge-mc1.20.1.jar
source	simplylight	Simply Light	1.20.1-1.4.6-build.50	FORGE	TRIVIAL	30	15	0	0	0	false	false	0	542	simplylight-1.20.1-1.4.6-build.50.jar
source	sliceanddice	Create Slice & Dice	3.5.2	FORGE	HARD	60	29	0	1	6	false	false	1	573	sliceanddice-forge-3.5.2.jar
source	smartbrainlib	SmartBrainLib	1.15	FORGE	TRIVIAL	119	5	0	0	0	true	false	0	353	SmartBrainLib-forge-1.20.1-1.15.jar
source	sodiumdynamiclights	Sodium Dynamic Lights	1.0.9	NEOFORGE	HARD	44	14	0	1	22	true	false	0	499	sodiumdynamiclights-forge-1.0.10-1.20.1.jar
source	sodiumoptionsapi	Sodium Options API	1.0.10	NEOFORGE	HARD	25	5	0	1	7	true	false	0	433	sodiumoptionsapi-forge-1.0.10-1.20.1.jar
source	solcarrot	Spice of Life: Carrot Edition	1.15.1	FORGE	TRIVIAL	54	25	0	0	0	false	false	0	101	solcarrot-1.20.1-1.15.1.jar
source	sophisticatedbackpacks	Sophisticated Backpacks	3.24.9.1391	FORGE	MODERATE	303	141	0	0	0	true	false	0	948	sophisticatedbackpacks-1.20.1-3.24.9.1391.jar
source	sophisticatedcore	Sophisticated Core	1.2.105.1230	FORGE	MODERATE	660	200	0	0	0	true	false	0	1405	sophisticatedcore-1.20.1-1.2.105.1230.jar
source	sophisticatedstorage	Sophisticated Storage	1.4.11.1344	FORGE	MODERATE	347	156	0	0	0	true	false	0	1632	sophisticatedstorage-1.20.1-1.4.11.1344.jar
source	spark	spark	1.10.53	FORGE	MODERATE	1298	8	0	0	0	true	false	0	3041	spark-1.10.53-forge.jar
source	sparsestructuresreforged	SparseStructuresReforged	1.20.1-1.0.0	FORGE	HARD	3	2	0	1	1	false	false	0	6	sparsestructuresreforged-1.20.1-1.0.0.jar
source	structory	Structory	1.3.5	NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	1256	Structory_1.20.x_v1.3.5.jar
source	structure_gel	Structure Gel API	2.16.2	FORGE	NIGHTMARE	325	91	0	1	29	true	true	0	943	structure_gel-1.20.1-2.16.2.jar
source	structurecompass	Structure Compass Mod	2.2.0	FORGE	TRIVIAL	31	20	0	0	0	true	false	0	68	StructureCompass-1.20.1-2.2.0.jar
source	structurize	Structurize	1.20.1-1.0.784-snapshot	FORGE	MODERATE	290	103	0	0	0	true	false	0	1051	structurize-1.20.1-1.0.784-snapshot.jar
source	stylecolonies	stylecolonies mod	1.20.1-1.15.39	FORGE	TRIVIAL	1	1	0	0	0	true	false	0	26092	stylecolonies-1.20.1-1.15.39.jar
source	supermartijn642configlib	SuperMartijn642's Config Library	1.1.8	FORGE	TRIVIAL	44	3	0	0	0	false	false	0	201	supermartijn642configlib-1.1.8-forge-mc1.20.jar
source	supermartijn642corelib	SuperMartijn642's Core Lib	1.1.18	FORGE	HARD	181	57	0	2	9	true	false	0	503	supermartijn642corelib-1.1.18-forge-mc1.20.1.jar
source	supplementaries	Supplementaries	1.20-3.1.40	FORGE	NIGHTMARE	1097	69	0	2	111	true	false	0	13329	supplementaries-1.20-3.1.40.jar
source	sushigocrafting	Sushi Go Crafting	0.5.3	FORGE	TRIVIAL	122	63	0	0	0	true	false	0	690	sushigocrafting-1.20.1-0.5.3.jar
source	t_and_t	Towns and Towers	1.10.2	FORGE	TRIVIAL	1	1	0	0	0	false	false	0	2797	Towns-and-Towers-1.12-Fabric+Forge.jar
source	tconstruct	Tinkers' Construct	3.10.2.92	FORGE	MODERATE	2155	726	0	0	0	true	false	0	19328	TConstruct-1.20.1-3.10.2.92.jar
source	tempad	Tempad	2.3.4	FORGE	HARD	83	10	0	2	2	false	false	0	189	tempad-forge-1.20.1-2.3.4.jar
source	terrablender	TerraBlender	3.0.1.10	FORGE	HARD	53	2	0	2	7	true	false	0	105	TerraBlender-forge-1.20.1-3.0.1.10.jar
source	terralith	Terralith	2.5.4	NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	3082	Terralith_1.20.x_v2.5.4.jar
source	thermal_cultivation	Thermal Cultivation	11.0.1	FORGE	TRIVIAL	39	22	0	0	0	true	false	0	607	thermal_cultivation-1.20.1-11.0.1.24.jar
source	thermal_dynamics	Thermal Dynamics	11.0.1	FORGE	MODERATE	285	66	0	0	0	true	false	0	608	thermal_dynamics-1.20.1-11.0.1.23.jar
source	thermal_expansion	Thermal Expansion	11.0.1	FORGE	TRIVIAL	111	72	0	0	0	true	false	0	560	thermal_expansion-1.20.1-11.0.1.29.jar
source	thermal_extra	Thermal Extra	3.2.7-1.20.1	FORGE	TRIVIAL	117	73	0	0	0	false	false	0	1352	ThermalExtra-3.2.7-1.20.1.jar
source	thermal_foundation	Thermal Foundation	11.0.6	FORGE	TRIVIAL	27	16	0	0	0	true	false	1	4442	thermal_foundation-1.20.1-11.0.6.70.jar
source	thermal_innovation	Thermal Innovation	11.0.1	FORGE	TRIVIAL	28	23	0	0	0	true	false	0	220	thermal_innovation-1.20.1-11.0.1.23.jar
source	thermal_integration	Thermal Integration	11.0.1	FORGE	TRIVIAL	14	9	0	0	0	true	false	0	325	thermal_integration-1.20.1-11.0.1.27.jar
source	thermal_locomotion	Thermal Locomotion	11.0.1	FORGE	TRIVIAL	38	18	0	0	0	true	false	0	230	thermal_locomotion-1.20.1-11.0.1.19.jar
source	theurgy	Theurgy	1.25.0	FORGE	MODERATE	456	293	0	0	0	true	false	0	3510	theurgy-1.20.1-1.25.0.jar
source	tiab	Time In A Bottle	4.0.4-mc1.20.1	FORGE	TRIVIAL	37	16	0	0	0	false	false	0	54	time-in-a-bottle-4.0.4-mc1.20.1.jar
source	tinyredstone	Tiny Redstone	1.20-5.0.3	FORGE	TRIVIAL	110	48	0	0	0	false	false	0	369	tinyredstone-1.20-5.0.3.jar
source	titanium	Titanium	3.8.32	FORGE	MODERATE	329	109	0	0	0	true	false	0	607	titanium-1.20.1-3.8.32.jar
source	toastcontrol	Toast Control	8.0.3	FORGE	NIGHTMARE	6	6	0	1	0	true	true	0	26	ToastControl-1.20.1-8.0.3.jar
source	tombstone	Corail Tombstone	9.0.9	FORGE	NIGHTMARE	647	301	0	2	28	true	false	0	2280	tombstone-1.20.1-9.0.9.jar
source	toolbelt	Tool Belt	1.20.02	FORGE	TRIVIAL	106	63	0	0	0	true	false	0	247	ToolBelt-1.20.1-1.20.02.jar
source	torchmaster	Torchmaster	20.1.9	FORGE	TRIVIAL	41	27	0	0	0	false	false	0	116	torchmaster-20.1.9.jar
source	totw_modded	Towers of the Wild Modded	1.0.6	FORGE	TRIVIAL	1	1	0	0	0	false	false	0	279	totw_modded-forge-1.20.1-1.0.6.jar
