side	modId	displayName	version	loader	tier	classes	forgeRefs	neoRefs	mixinConfigs	mixinClasses	hasAT	hasCoremod	nestedJars	sizeKB	file
target	occultism	Occultism	1.224.1	NEOFORGE	MODERATE	950	0	487	0	0	true	false	0	6788	occultism-1.21.1-neoforge-1.224.1.jar
target	occultism_kubejs	Occultism KubeJS	1.11.0	NEOFORGE	TRIVIAL	17	0	4	0	0	false	false	0	424	occultism_kubejs-1.21.1-neoforge-1.11.0.jar
target	octolib	OctoLib	0.6.2	NEOFORGE	HARD	156	0	9	1	11	false	false	0	531	OctoLib-NEOFORGE-0.6.2+1.21.jar
target	ohthetreesyoullgrow	Oh The Trees You'll Grow	5.3.2	NEOFORGE	HARD	36	0	2	1	5	true	false	0	163	Oh-The-Trees-Youll-Grow-neoforge-1.21.1-5.3.2.jar
target	omegaconfig	Omega Config Architectury	1.5.1	NEOFORGE	HARD	10	0	2	1	1	false	false	0	20	omegaconfig-neoforge-1.5.1.jar
target	openloader	OpenLoader	21.1.5	NEOFORGE	TRIVIAL	11	0	2	2	0	false	false	0	34	OpenLoader-neoforge-1.21.1-21.1.5.jar
target	oracle_index	Oracle Index	1.3.1	NEOFORGE	HARD	65	0	2	1	2	false	false	0	28907	oracle_index-neoforge-1.3.1.jar
target	oritech	Oritech	1.2.10	NEOFORGE	HARD	704	0	120	2	5	true	false	1	10732	oritech-neoforge-1.21.1-1.2.10.jar
target	overloadedarmorbar	OverloadedArmorBar	2	NEOFORGE	TRIVIAL	15	0	5	0	0	true	false	0	21	overloadedarmorbar-neoforge-1.21-2.jar
target	owo	oωo	0.12.15.5-beta.1+1.21	NEOFORGE	NIGHTMARE	492	0	42	1	87	false	false	0	1192	owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar
target	pamhc2crops	Pam's HarvestCraft - Crops	1.0.9	NEOFORGE	TRIVIAL	25	0	18	0	0	false	false	0	1500	pamhc2crops-NEOFORGE-1.21.1-1.0.9.jar
target	pamhc2foodcore	Pam's HarvestCraft - Food Core	1.0.4	NEOFORGE	TRIVIAL	6	0	4	0	0	false	false	0	1659	pamhc2foodcore-NEOFORGE-1.21.1-1.0.4.jar
target	pamhc2foodextended	Pam's HarvestCraft - Food Extended	1.0.0	NEOFORGE	TRIVIAL	6	0	5	0	0	false	false	0	1937	pamhc2foodextended-NEOFORGE-1.21.1-1.0.0.jar
target	pamhc2trees	Pam's HarvestCraft - Trees	1.0.9	NEOFORGE	TRIVIAL	75	0	68	0	0	false	false	0	1366	pamhc2trees-NEOFORGE-1.21.1-1.0.9.jar
target	patchouli	Patchouli	1.21.1-93-NEOFORGE	NEOFORGE	HARD	198	0	11	1	10	false	false	0	631	Patchouli-1.21.1-93-NEOFORGE.jar
target	pipez	Pipez	1.21.1-1.2.31	NEOFORGE	MODERATE	212	0	80	0	0	false	false	0	445	pipez-neoforge-1.21.1-1.2.31.jar
target	placebo	Placebo	9.9.2	NEOFORGE	NIGHTMARE	164	0	41	1	6	true	true	0	316	Placebo-1.21.1-9.9.2.jar
target	playeranimator	Player Animator	2.0.4+1.21.1	NEOFORGE	HARD	127	0	4	1	18	true	false	0	198	player-animation-lib-forge-2.0.4+1.21.1.jar
target	pneumaticcraft	PneumaticCraft: Repressurized	8.2.23	NEOFORGE	HARD	2182	0	870	1	19	false	false	0	11606	pneumaticcraft-repressurized-8.2.23+mc1.21.1.jar
target	pocketstorage	Pocket Storage	1.2.5	NEOFORGE	TRIVIAL	32	0	24	0	0	true	false	0	258	pocketstorage-1.2.5+1.21.1-b3.jar
target	polyeng	Polymorphic Energistics	0.4.1	NEOFORGE	HARD	10	0	2	1	5	false	false	0	19	polyeng-0.4.1.jar
target	polylib	PolyLib	2100.1.0-build.183	NEOFORGE	HARD	560	0	19	2	3	true	false	0	1269	polylib-2100.1.0-build.183-neoforge.jar
target	polymorph	Polymorph	1.1.0+1.21.1	NEOFORGE	HARD	98	0	10	3	22	false	false	0	170	polymorph-neoforge-1.1.0+1.21.1.jar
target	ponderjs	PonderJS	1.21.1-2.4.0	NEOFORGE	HARD	57	0	1	1	15	false	false	2	1535	ponderjs-neoforge-1.21.1-2.4.0.jar
target	potionsmaster	PotionsMaster	1.0.1	NEOFORGE	TRIVIAL	75	0	21	0	0	true	false	0	211	potionsmaster-21.1.113-1.0.1.jar
target	powah	Powah	6.2.10	NEOFORGE	MODERATE	351	0	91	0	0	true	false	0	2673	Powah-6.2.10.jar
target	prickle	PrickleMC	21.1.11	NEOFORGE	TRIVIAL	47	0	2	2	0	false	false	0	82	prickle-neoforge-1.21.1-21.1.11.jar
target	prism	Prism	1.0.11	NEOFORGE	HARD	25	0	1	1	2	true	false	0	60	Prism-1.21.1-neoforge-1.0.11.jar
target	productivebees	Productive Bees	1.21.1-13.13.5	NEOFORGE	HARD	524	0	222	0	2	true	false	1	5094	productivebees-1.21.1-13.13.5.jar
target	productivemetalworks	Productive Metalworks	1.21.1-1.15.0	NEOFORGE	TRIVIAL	123	0	89	0	0	true	false	3	2970	productivemetalworks-1.21.1-1.15.0.jar
target	productivetrees	Productive Trees	1.21.1-1.0.0	NEOFORGE	MODERATE	185	0	98	0	0	true	false	1	13588	productivetrees-1.21.1-1.0.0.jar
target	pylons	Pylons	5.4.2	NEOFORGE	TRIVIAL	106	0	50	0	0	true	false	0	212	pylons-1.21.1-5.4.2.jar
target	quarryplus	QuarryPlus	21.1.157	NEOFORGE	MODERATE	233	0	19	0	0	false	false	0	678	AdditionalEnchantedMiner-1.21.1-neoforge-21.1.157.jar
target	railcraft	Railcraft Reborn	1.2.10	NEOFORGE	HARD	1204	0	469	1	10	true	false	0	5166	railcraft-reborn-1.21.1-1.2.10.jar
target	rainbows	Rainbows	1.5	NEOFORGE	TRIVIAL	19	0	7	1	0	false	false	0	2253	Rainbows-1.21-1.5.jar
target	rangedpumps	Ranged Pumps	1.3.0	NEOFORGE	TRIVIAL	6	0	5	0	0	false	false	0	24	rangedpumps-1.3.0.jar
target	reap	Reap Mod	1.21.1-1.1.2	NEOFORGE	TRIVIAL	91	0	27	0	0	false	false	0	137	reap-neoforge-1.21.1-1.1.2.jar
target	rebind_narrator	Rebind Narrator	2025.12.23	NEOFORGE	HARD	7	0	2	1	1	false	false	1	208	rebind_narrator-1.21.1-neoforge-2025.12.23.jar
target	rechiseled	Rechiseled	1.2.5	NEOFORGE	HARD	123	0	16	1	9	true	false	0	11229	rechiseled-1.2.5-neoforge-mc1.21.jar
target	rechiseled_chipped	Rechiseled: Chipped	1.3	NEOFORGE	HARD	5	0	1	1	2	false	false	0	173	rechiseled_chipped-2.0-1.21.1.jar
target	rechiseledcreate	Rechiseled: Create	1.1.1	NEOFORGE	TRIVIAL	19	0	5	1	0	true	false	0	960	rechiseledcreate-1.1.1-neoforge-mc1.21.jar
target	redstonepen	Redstone Pen	1.11.42	NEOFORGE	MODERATE	153	0	40	1	0	false	false	0	501	redstonepen-1.21-neoforge-1.11.42.jar
target	refinedstorage	Refined Storage	2.0.9	NEOFORGE	HARD	1508	0	100	1	4	true	false	0	4258	refinedstorage-neoforge-2.0.9.jar
target	refinedstorage_curios_integration	Refined Storage - Curios Integration	1.0.0	NEOFORGE	TRIVIAL	5	0	1	0	0	false	false	0	10	refinedstorage-curios-integration-1.0.0.jar
target	refinedstorage_jei_integration	Refined Storage - JEI Integration	1.0.0	NEOFORGE	TRIVIAL	33	0	2	0	0	false	false	0	56	refinedstorage-jei-integration-neoforge-1.0.0.jar
target	refinedstorage_mekanism_integration	Refined Storage - Mekanism Integration	1.1.1	NEOFORGE	TRIVIAL	55	0	20	0	0	false	false	0	156	refinedstorage-mekanism-integration-1.1.1.jar
target	refinedstorage_quartz_arsenal	Refined Storage - Quartz Arsenal	1.0.8	NEOFORGE	TRIVIAL	33	0	6	0	0	false	false	0	65	refinedstorage-quartz-arsenal-neoforge-1.0.8.jar
target	refinedtypes	Refined Types	1.21.1-0.3.2	NEOFORGE	HARD	164	0	36	1	2	false	false	1	738	refined-types-1.21.1-0.3.2.jar
target	refurbished_furniture	MrCrayfish's Furniture Mod: Refurbished	1.0.22	NEOFORGE	HARD	575	0	20	1	12	true	false	0	6966	refurbished_furniture-neoforge-1.21.1-1.0.22.jar
target	regions_unexplored	Regions Unexplored	0.5.9	NEOFORGE	HARD	345	0	35	2	11	true	false	0	5239	regions_unexplored-neoforge-1.21.1-0.5.9.jar
target	relics	Relics	0.12.8	NEOFORGE	NIGHTMARE	702	0	222	1	30	true	false	0	4890	relics-1.21.1-0.12.8.jar
target	reliquary	Reliquary Reincarnations	2.0.77	NEOFORGE	MODERATE	456	0	198	0	0	true	false	0	2186	reliquary-1.21.1-2.0.77.1537.jar
target	reliquified_artifacts	reliquified_artifacts	1.0.7	NEOFORGE	HARD	146	0	105	1	16	true	false	0	682	reliquified_artifacts-1.21.1-1.0.7.jar
target	repeatable_trial_vaults	Repeatable Trial Vaults	1.0.3	NEOFORGE	HARD	5	0	1	2	1	true	false	0	12	repeatable_trial_vaults-neoforge-1.21-1.0.3.jar
target	repurposed_structures	Repurposed Structures	7.5.21+1.21.1-neoforge	NEOFORGE	NIGHTMARE	248	0	16	2	31	true	false	0	8052	repurposed_structures-7.5.21+1.21.1-neoforge.jar
target	resourcefulconfig	Resourcefulconfig	3.0.11	NEOFORGE	HARD	186	0	3	1	4	false	false	0	333	resourcefulconfig-neoforge-1.21-3.0.11.jar
target	resourcefullib	Resourceful Lib	3.0.12	NEOFORGE	HARD	222	0	19	1	1	false	false	0	472	resourcefullib-neoforge-1.21-3.0.12.jar
target	restrictions	Restrictions	1.21-7.0.3	NEOFORGE	TRIVIAL	13	0	7	0	0	true	false	0	43	restrictions-1.21-7.0.3.jar
target	rftoolsbase	RFToolsBase	1.21-6.0.11	NEOFORGE	MODERATE	182	0	59	0	0	true	false	0	453	rftoolsbase-1.21-6.0.11.jar
target	rftoolsbuilder	RFToolsBuilder	1.21-7.0.5	NEOFORGE	MODERATE	222	0	92	0	0	true	false	0	1030	rftoolsbuilder-1.21-7.0.5.jar
target	rftoolspower	RFToolsPower	1.21-7.0.6	NEOFORGE	TRIVIAL	104	0	63	0	0	true	false	0	566	rftoolspower-1.21-7.0.6.jar
target	rftoolsstorage	RFToolsStorage	1.21-6.0.5	NEOFORGE	TRIVIAL	131	0	62	0	0	true	false	0	389	rftoolsstorage-1.21-6.0.5.jar
target	rftoolsutility	RFToolsUtility	1.21-7.0.12	NEOFORGE	MODERATE	308	0	155	0	0	true	false	0	1401	rftoolsutility-1.21-7.0.12.jar
target	rhino	Rhino	2101.2.7-build.81	NEOFORGE	MODERATE	346	0	0	0	0	false	false	0	861	rhino-2101.2.7-build.81.jar
target	rootsclassic	Roots Classic	1.21.1-1.5.7	NEOFORGE	MODERATE	198	0	96	0	0	true	false	0	620	RootsClassic-1.21.1-1.5.7.jar
target	sawmill	Universal Sawmill	1.21-1.7.7	NEOFORGE	HARD	40	0	1	2	2	true	false	0	439	sawmill-neoforge-1.21-1.7.7.jar
target	searchables	Searchables	1.0.2	NEOFORGE	HARD	41	0	1	2	2	false	false	0	75	Searchables-neoforge-1.21.1-1.0.2.jar
target	securitycraft	SecurityCraft	1.10.2.1	NEOFORGE	HARD	759	0	389	1	24	true	false	0	5071	[1.21.1] SecurityCraft v1.10.2.1.jar
target	sfm	Super Factory Manager (SFM)	4.34.0	NEOFORGE	HARD	821	0	145	1	1	true	false	0	1560	Super Factory Manager (SFM)-MC1.21.1-4.34.0.jar
target	sgearmetalworks	Silent Gear Metalworks	1.21.1-1.5.0	NEOFORGE	TRIVIAL	41	0	29	0	0	true	false	0	623	sgearmetalworks-1.21.1-1.5.0.jar
target	shiny	Shiny!	1.21.1-1.3.0	NEOFORGE	MODERATE	188	0	33	0	0	false	false	0	948	shiny-1.21.1-1.3.0.jar
target	shrink	Shrink	2.0.1.47	NEOFORGE	TRIVIAL	22	0	4	1	0	false	false	0	44	shrink-2.0.1.47-neoforge.jar
target	silentgear	Silent Gear	4.2.1.1	NEOFORGE	HARD	636	0	267	1	2	true	false	0	3073	silent-gear-1.21.1-neoforge-4.2.1.1.jar
target	silentgems	Silent's Gems	5.1.3	NEOFORGE	TRIVIAL	71	0	34	0	0	true	false	0	1423	silentgems-1.21.1-neoforge-5.1.3.jar
target	silentlib	Silent Lib	10.6.0	NEOFORGE	TRIVIAL	87	0	19	0	0	true	false	0	262	silent-lib-1.21.1-neoforge-10.6.0.jar
target	simple_weather	Simple Weather	1.0.13-hotfix	NEOFORGE	HARD	13	0	9	1	1	false	false	0	80	simple_weather-1.0.13-hotfix.jar
target	simplebackups	Simple Backups	1.21-4.0.30	NEOFORGE	TRIVIAL	27	0	12	0	0	true	false	0	68	SimpleBackups-1.21-4.0.30.jar
target	simplemagnets	Simple Magnets	1.1.12+c	NEOFORGE	TRIVIAL	61	0	8	1	0	true	false	0	142	simplemagnets-1.1.12c-neoforge-mc1.21.jar
target	simplylight	Simply Light	1.5.3	NEOFORGE	TRIVIAL	42	0	20	0	0	false	false	0	1077	simplylight-1.5.3+1.21.1-b4.jar
target	smartbrainlib	SmartBrainLib	1.16.11	NEOFORGE	TRIVIAL	130	0	6	0	0	true	false	0	381	SmartBrainLib-neoforge-1.21.1-1.16.11.jar
target	smithingtemplateviewer	SmithingTemplateViewer	1.0.4	NEOFORGE	TRIVIAL	10	0	6	1	0	true	false	0	38	smithingtemplateviewer-1.0.4.jar
target	sodium	Sodium	0.8.13-beta.1+mc1.21.1	NEOFORGE	NIGHTMARE	72	0	2	0	0	false	true	5	1261	sodium-neoforge-0.8.13-beta.1+mc1.21.1.jar
target	sodium_extra	Sodium Extra	0.9.3+mc1.21.1	NEOFORGE	NIGHTMARE	88	0	2	1	39	true	false	1	454	sodium-extra-neoforge-0.9.3+mc1.21.1.jar
target	solcarrot	Spice of Life: Carrot Edition	1.16.6	NEOFORGE	TRIVIAL	54	0	21	0	0	false	false	0	102	solcarrot-1.21.1-1.16.6.jar
target	sophisticatedbackpacks	Sophisticated Backpacks	3.25.73	NEOFORGE	HARD	362	0	135	1	2	true	false	0	1117	sophisticatedbackpacks-1.21.1-3.25.73.2020.jar
target	sophisticatedbackpackscreateintegration	Sophisticated Backpacks Create Integration	0.1.8	NEOFORGE	TRIVIAL	36	0	11	0	0	false	false	0	80	sophisticatedbackpackscreateintegration-1.21.1-0.1.8.134.jar
target	sophisticatedcore	Sophisticated Core	1.4.80	NEOFORGE	HARD	777	0	228	2	6	true	false	0	1634	sophisticatedcore-1.21.1-1.4.80.2194.jar
target	sophisticatedstorage	Sophisticated Storage	1.5.83	NEOFORGE	MODERATE	390	0	146	0	0	true	false	0	1785	sophisticatedstorage-1.21.1-1.5.83.2017.jar
target	sophisticatedstoragecreateintegration	Sophisticated Storage Create Integration	0.1.21	NEOFORGE	TRIVIAL	49	0	12	0	0	false	false	0	131	sophisticatedstoragecreateintegration-1.21.1-0.1.21.209.jar
target	sophisticatedstorageinmotion	Sophisticated Storage In Motion	0.10.33	NEOFORGE	HARD	108	0	35	1	6	true	false	0	399	sophisticatedstorageinmotion-1.21.1-0.10.33.324.jar
target	soulplied_energistics	Soulplied Energistics	1.0.3	NEOFORGE	TRIVIAL	13	0	4	1	0	false	false	0	25	soulplied_energistics-1.0.3.jar
target	spark	spark	1.10.124	NEOFORGE	MODERATE	1625	0	13	0	0	true	false	0	3557	spark-1.10.124-neoforge.jar
target	starbunclemania	Starbunclemania	1.5.7	NEOFORGE	HARD	142	0	90	1	6	false	false	1	708	starbunclemania-1.21.1-1.5.7.jar
target	stevescarts	StevesCarts2	1.2.18	NEOFORGE	MODERATE	517	0	143	0	0	true	false	0	2083	stevescarts-1.21-1.2.18-neoforge.jar
target	storagedelight	Storage Delight	26.07.01a-1.21-neoforge	NEOFORGE	TRIVIAL	34	0	7	0	0	false	false	0	821	storagedelight-26.07.01a-1.21-neoforge.jar
target	structory	Structory	1.3.17	NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	1231	Structory_26.2_v1.3.7.jar
target	structory_towers	Structory: Towers	1.0.16	NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	480	Structory_Towers_26.1_v1.0.16.jar
target	structurize	Structurize	1.0.832-1.21.1-snapshot	NEOFORGE	MODERATE	268	0	105	0	0	true	false	0	1038	structurize-1.0.832-1.21.1-snapshot.jar
target	stylecolonies	Stylecolonies	1.15.56-1.21.1	NEOFORGE	TRIVIAL	1	0	1	0	0	true	false	0	30506	stylecolonies-1.15.56-1.21.1.jar
target	supermartijn642configlib	SuperMartijn642's Config Library	1.1.8	NEOFORGE	TRIVIAL	44	0	3	0	0	false	false	0	202	supermartijn642configlib-1.1.8-neoforge-mc1.21.jar
target	supermartijn642corelib	SuperMartijn642's Core Lib	1.1.22	NEOFORGE	HARD	204	0	53	1	15	true	false	0	545	supermartijn642corelib-1.1.22-neoforge-mc1.21.jar
target	supplementaries	Supplementaries	1.21.1-3.8.5	NEOFORGE	NIGHTMARE	1218	0	45	2	117	true	false	2	13153	supplementaries-neoforge-1.21.1-3.8.5.jar
target	sushigocrafting	Sushi Go Crafting	0.6.5	NEOFORGE	TRIVIAL	124	0	61	0	0	true	false	0	708	sushigocrafting-1.21-0.6.5.jar
target	sussysniffers	Sussy Sniffers	1.21.1-0.1.3	NEOFORGE	HARD	9	0	7	1	3	true	false	0	93	sussysniffers-1.21.1-0.1.3.jar
target	t_and_t	Towns and Towers	1.13.9	NEOFORGE	TRIVIAL	3	0	1	0	0	false	false	0	3513	t_and_t-neoforge-fabric-1.13.9+1.21.1.jar
target	tempad	Tempad	3.0.4	NEOFORGE	HARD	519	0	108	1	1	false	false	3	1656	tempad-1.21.1-3.0.4-all.jar
target	terrablender	TerraBlender	4.1.0.8	NEOFORGE	HARD	63	0	2	2	11	true	false	0	117	TerraBlender-neoforge-1.21.1-4.1.0.8.jar
target	tesseract_api	Tesseract API	1.12.13-1.21.1	NEOFORGE	NIGHTMARE	408	0	82	2	29	false	false	1	727	tesseract-api-neoforge-1.12.13-1.21.1.jar
target	the_bumblezone	The Bumblezone	7.15.3+1.21.1-neoforge	NEOFORGE	NIGHTMARE	948	0	48	2	118	true	false	2	68039	the_bumblezone-7.15.3+1.21.1-neoforge.jar
target	theurgy	Theurgy	1.76.0	NEOFORGE	MODERATE	637	0	359	0	0	true	false	0	5199	theurgy-1.21.1-neoforge-1.76.0.jar
target	theurgy_kubejs	Theurgy KubeJS	1.5.1	NEOFORGE	TRIVIAL	10	0	8	0	0	true	false	0	24	theurgy_kubejs-1.21.1-neoforge-1.5.1.jar
target	tiab	Time In A Bottle	6.5.4	NEOFORGE	TRIVIAL	38	0	4	0	0	false	false	0	75	tiab-neoforge-6.5.4.jar
target	titanium	Titanium	4.0.45	NEOFORGE	MODERATE	315	0	84	0	0	true	false	0	592	titanium-1.21-4.0.45.jar
target	toastcontrol	Toast Control	9.0.1	NEOFORGE	NIGHTMARE	6	0	6	1	0	true	true	0	20	ToastControl-1.21.1-9.0.1.jar
target	tombstone	Corail Tombstone	9.5.3	NEOFORGE	HARD	601	0	238	1	25	true	false	0	2476	tombstone-neoforge-1.21.1-9.5.3.jar
target	toolbelt	Tool Belt	2.2.10	NEOFORGE	TRIVIAL	76	0	39	0	0	true	false	0	211	ToolBelt-1.21.1-2.2.10.jar
target	torchmaster	Torchmaster	21.1.9	NEOFORGE	HARD	57	0	10	2	2	false	false	0	127	torchmaster-neoforge-1.21.1-21.1.9.jar
target	towntalk	Towntalk	1.2.0	NEOFORGE	TRIVIAL	3	0	1	0	0	false	false	0	51076	towntalk-1.2.0.jar
target	transfer_labels	Transfer Labels	0.1.8	NEOFORGE	TRIVIAL	50	0	21	1	0	false	false	0	151	transfer_labels-0.1.8.jar
target	trashcans	Trash Cans	1.0.18+c	NEOFORGE	TRIVIAL	60	0	13	1	0	true	false	0	156	trashcans-1.0.18c-neoforge-mc1.21.jar
target	trashslot	TrashSlot	21.1.11	NEOFORGE	TRIVIAL	47	0	3	2	0	false	false	0	75	trashslot-neoforge-1.21.1-21.1.11.jar
target	treetap	Tree Tap	1.21.1-0.4.6	NEOFORGE	TRIVIAL	29	0	17	0	0	true	false	0	81	treetap-1.21.1-0.4.6.jar
target	trophymanager	Jonn's Trophies	1.21.1-2.5.0	NEOFORGE	TRIVIAL	30	0	23	0	0	true	false	0	82	trophymanager-1.21.1-2.5.0.jar
target	twilightforest	The Twilight Forest	4.8.3345	NEOFORGE	MODERATE	1943	0	923	0	0	true	false	1	26517	twilightforest-1.21.1-4.8.3345-universal.jar
target	undergarden	The Undergarden	0.9.6	NEOFORGE	HARD	427	0	220	1	3	true	false	0	44233	The_Undergarden-1.21.1-0.9.6.jar
target	underground_villages	Underground Villages Mod	4.0.3	NEOFORGE	TRIVIAL	27	0	11	0	0	false	false	0	275	UndergroundVillages-neoforge-1.21.1-4.0.3.jar
target	universalgrid	Universal Grid	1.21.1-0.3.2	NEOFORGE	HARD	62	0	5	1	11	false	false	0	89	universalgrid-neoforge-1.21.1-0.3.2.jar
target	uranus	Uranus	2.4.1	NEOFORGE	HARD	168	0	33	2	14	true	false	0	827	uranus-2.4.1-1.21.1-neoforge.jar
target	utilitarian	Utilitarian	1.21.1-0.19.2	NEOFORGE	HARD	70	0	56	0	6	true	false	0	608	utilitarian-1.21.1-0.19.2.jar
target	utilityvest	Utility vest	1.3.0	NEOFORGE	HARD	59	0	30	1	1	false	false	0	218	utilityvest-1.3.0.jar
target	valhelsia_core	Valhelsia Core	1.1.5	NEOFORGE	HARD	115	0	25	2	4	true	false	0	177	valhelsia_core-neoforge-1.21.1-1.1.5.jar
target	variantsandventures	Variants&Ventures	1.0.26	NEOFORGE	HARD	97	0	3	2	21	true	false	0	1057	variantsandventures-neoforge-1.0.26+mc1.21.1.jar
target	villagesandpillages	Villages & Pillages	1.0.3	NEOFORGE	HARD	19	0	3	1	3	true	false	0	235	villagesandpillages-neoforge-mc1.21.1-1.0.3.jar
target	waystones	Waystones	21.1.39	NEOFORGE	HARD	379	0	4	2	8	false	false	0	1181	waystones-neoforge-1.21.1-21.1.39.jar
target	wirelesschargers	Wireless Chargers	1.0.9+a	NEOFORGE	TRIVIAL	27	0	9	1	0	true	false	0	308	wirelesschargers-1.0.9a-neoforge-mc1.21.jar
target	wits	Wits	1.3.1	NEOFORGE	TRIVIAL	3	0	1	0	0	false	false	0	10	wits-neoforge-1.3.1.jar
target	wstweaks	Wither Skeleton Tweaks	10.1.1	NEOFORGE	NIGHTMARE	6	0	4	1	0	true	true	0	21	WitherSkeletonTweaks-1.21.1-10.1.1.jar
target	xnet	XNet	1.21-7.0.7	NEOFORGE	MODERATE	186	0	61	0	0	true	false	0	597	xnet-1.21-7.0.7.jar
target	xtonesreworked	XTones Reworked	1.1.1-1.21.1	NEOFORGE	TRIVIAL	42	0	38	0	0	false	false	0	1246	xtonesreworked-1.1.1-1.21.1.jar
target	xycraft_core	XyCraft Core	0.7.53	NEOFORGE	HARD	517	0	204	1	8	false	false	2	2273	xycraft_core-0.7.53-all.jar
target	xycraft_machines	XyCraft Machines	0.7.53	NEOFORGE	HARD	505	0	326	1	6	true	false	0	2984	xycraft_machines-0.7.53.jar
target	xycraft_override	XyCraft Override	0.7.53	NEOFORGE	TRIVIAL	19	0	11	0	0	false	false	0	883	xycraft_override-0.7.53.jar
target	xycraft_world	XyCraft World	0.7.53	NEOFORGE	TRIVIAL	50	0	33	0	0	false	false	0	1195	xycraft_world-0.7.53.jar
target	yeetusexperimentus	Yeetus Experimentus	87.0.0	NEOFORGE	HARD	6	0	1	2	3	false	false	0	556	yeetusexperimentus-neoforge-87.0.0.jar
target	yet_another_config_lib_v3	YetAnotherConfigLib	3.8.2+1.21.1-neoforge	NEOFORGE	HARD	355	0	3	2	7	true	false	8	1092	yet_another_config_lib_v3-3.8.2+1.21.1-neoforge.jar
target	yungsapi	YUNG's API	1.21.1-NeoForge-5.1.6	NEOFORGE	HARD	179	0	24	2	16	false	false	0	379	YungsApi-1.21.1-NeoForge-5.1.6.jar
target	yungsextras	YUNG's Extras	1.21.1-NeoForge-5.1.1	NEOFORGE	TRIVIAL	29	0	2	0	0	false	false	0	193	YungsExtras-1.21.1-NeoForge-5.1.1.jar
target	zerocore	Zero CORE 2	1.21.1-2.4.21	NEOFORGE	HARD	794	0	154	1	3	false	false	0	1514	ZeroCore2-1.21.1-2.4.21.jar
target	~unknown:MoogsEndStructures-1.21-2.0.3			NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	1181	MoogsEndStructures-1.21-2.0.3.jar
target	~unknown:MoogsNetherStructures-1.21-3.0.0			NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	3705	MoogsNetherStructures-1.21-3.0.0.jar
target	~unknown:MoogsSoaringStructures-1.21-2.1.2			NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	3536	MoogsSoaringStructures-1.21-2.1.2.jar
target	~unknown:MoogsVoyagerStructures-1.21-5.0.14			NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	1754	MoogsVoyagerStructures-1.21-5.0.14.jar
target	~unknown:ScalableCatsForce-NeoForge-3.7.1-build-11-with-library			UNKNOWN	NIGHTMARE	6506	0	4	0	0	false	true	0	16476	ScalableCatsForce-NeoForge-3.7.1-build-11-with-library.jar
target	~unknown:kotlinforforge-5.12.0-all			UNKNOWN	TRIVIAL	0	0	0	0	0	false	false	11	7108	kotlinforforge-5.12.0-all.jar
